distance_from_route_m,deviation_duration_sec,heading_difference_deg,off_route_distance_m,returned_to_route,stop_duration_sec,current_speed_kmh,speed_limit_kmh,overspeed_duration_sec,location_context
0.56,13.43,16.09,8.53,0,0.0,17.01,40,0,depot
1.58,10.7,4.86,4.98,0,0.0,11.41,30,0,traffic_light
42.32,40.16,34.98,398.84,0,0.0,35.75,50,0,unknown
3.19,16.76,7.7,29.88,0,0.0,17.23,30,0,bus_stop
10.92,4.9,11.62,26.19,0,0.0,34.86,40,0,unknown
15.75,11.77,0.51,14.51,0,0.0,29.03,50,0,depot
4.48,7.88,8.48,18.85,0,0.0,36.48,40,0,bus_stop
9.58,2.35,9.58,10.18,0,0.0,29.43,30,0,bus_stop
1.89,12.49,11.99,28.88,0,90.17,0.96,20,0,bus_stop
28.91,0.25,6.7,22.51,0,0.0,36.44,40,0,school
2.02,4.84,8.22,10.87,0,0.0,25.19,45,0,unknown
3.11,13.14,1.02,12.89,0,0.0,21.95,30,0,school
2.0,2.17,4.79,13.46,0,41.01,0.52,30,0,traffic_light
5.21,0.3,12.01,21.83,0,0.0,15.34,35,0,depot
4.48,2.32,11.48,22.54,0,0.0,11.76,35,0,school
56.69,65.23,74.35,609.19,1,0.0,33.62,45,0,bus_stop
3.55,13.95,7.57,1.76,0,0.0,32.15,50,0,traffic_light
10.94,1.93,17.17,8.65,0,0.0,12.92,30,0,unknown
3.19,14.63,11.27,22.81,0,146.71,0.03,20,0,bus_stop
1.33,10.91,6.85,8.24,0,0.0,29.87,35,0,unknown
32.41,7.01,8.44,22.13,0,3.19,0.13,30,0,unknown
1.11,10.88,4.61,1.5,0,27.76,0.16,30,0,traffic_light
55.31,96.21,24.3,2.68,1,11.96,0.1,20,0,unknown
6.88,13.83,0.6,15.65,0,26.03,0.37,50,0,unknown
8.19,14.02,3.7,28.76,0,65.58,0.49,40,0,unknown
0.38,1.26,10.01,28.41,0,0.0,26.67,45,0,unknown
6.65,17.87,9.48,14.49,0,54.71,0.23,50,0,unknown
4.16,7.99,14.38,25.64,0,0.0,41.46,40,0.25,traffic_light
5.18,17.71,7.71,16.69,0,64.21,1.15,50,0,bus_stop
4.41,9.12,13.77,0.56,0,417.8,0.72,30,0,school
9.08,0.8,10.13,22.84,0,0.0,10.55,20,0,bus_stop
14.3,15.24,2.29,2.48,0,0.0,12.54,20,0,traffic_light
3.74,3.0,10.25,13.9,0,0.0,17.36,45,0,school
39.68,67.86,19.8,589.4,1,0.0,31.27,30,0.62,unknown
0.53,9.02,3.7,15.84,0,0.0,21.21,30,0,traffic_light
0.26,16.63,13.78,0.1,0,157.29,1.14,30,0,school
7.23,11.62,5.25,27.08,0,75.69,0.37,20,0,bus_stop
3.62,13.84,8.13,19.39,0,0.0,7.09,30,0,unknown
0.77,14.83,3.6,3.94,0,0.0,32.87,40,0,unknown
4.75,0.4,17.49,22.25,0,27.77,0.22,30,0,unknown
0.29,0.6,1.49,4.32,0,0.0,25.05,45,0,depot
4.78,16.0,1.68,25.16,0,0.0,11.7,20,0,traffic_light
8.22,6.95,14.66,29.31,0,0.0,40.34,45,0,traffic_light
2.83,17.21,17.44,27.54,0,21.73,1.02,45,0,traffic_light
1.71,15.4,10.07,2.15,0,0.0,29.96,40,0,traffic_light
13.17,13.47,16.93,20.91,0,0.0,19.3,50,0,unknown
28.78,14.3,47.34,1.42,1,458.1,0.36,40,0,school
0.13,8.74,1.42,17.55,0,0.0,29.15,35,0,bus_stop
2.86,3.86,9.57,24.54,0,0.0,52.53,50,1.2,school
8.62,6.53,16.97,28.47,0,0.0,21.09,30,0,traffic_light
1.87,5.03,15.05,19.27,0,16.77,0.24,30,0,traffic_light
19.88,15.83,5.33,2.55,0,0.0,22.65,30,0,school
2.35,6.2,10.18,3.19,0,0.0,15.24,40,0,traffic_light
16.72,10.5,1.71,18.57,0,174.28,0.74,20,0,depot
0.5,4.31,13.98,13.91,0,0.0,40.97,50,0,traffic_light
6.03,13.36,3.39,14.53,0,0.0,34.05,45,0,traffic_light
7.43,3.07,14.51,17.1,0,0.0,19.84,20,0,unknown
4.71,10.2,1.97,15.56,0,0.0,22.53,50,0,unknown
9.87,9.82,15.32,7.34,0,0.0,13.85,40,0,unknown
13.79,3.93,10.59,9.71,0,0.0,18.77,50,0,bus_stop
26.77,15.99,3.01,12.92,0,60.02,0.5,50,0,unknown
2.97,13.88,17.98,11.45,0,0.0,46.65,50,0,traffic_light
1.0,2.58,7.6,6.55,0,0.0,10.97,50,0,unknown
1.14,6.83,13.71,14.53,0,0.0,17.32,30,0,traffic_light
1.35,5.61,6.07,24.9,0,0.0,29.09,45,0,school
88.02,94.92,71.05,25.64,0,33.39,0.97,30,0,unknown
1.13,1.11,9.85,11.7,0,0.0,7.09,45,0,unknown
9.65,10.76,12.27,10.69,0,17.46,0.1,45,0,unknown
7.75,10.01,3.78,3.36,0,0.0,10.8,50,0,bus_stop
4.34,9.41,16.79,2.41,0,6.22,0.69,45,0,traffic_light
43.91,54.24,48.99,9.04,1,145.54,0.6,40,0,bus_stop
9.79,10.84,0.85,22.86,0,562.08,0.49,50,0,school
5.48,16.45,14.17,6.29,0,0.0,10.96,35,0,traffic_light
3.14,16.49,13.92,10.75,0,32.97,0.59,40,0,traffic_light
1.21,6.62,14.06,22.7,0,268.77,0.04,35,0,depot
8.28,3.12,5.0,28.54,0,53.0,1.06,50,0,traffic_light
3.89,9.44,15.38,2.04,0,0.0,15.43,45,0,unknown
7.34,11.44,3.74,16.43,0,17.0,0.29,40,0,unknown
2.29,10.33,10.01,6.19,0,163.53,0.23,50,0,bus_stop
73.55,88.88,45.75,320.08,1,0.0,12.97,35,0,bus_stop
2.91,2.11,11.7,22.59,0,0.0,29.77,30,0,school
0.74,7.9,15.03,9.91,0,0.0,10.54,35,0,depot
0.92,14.69,10.43,10.64,0,23.73,0.47,35,0,unknown
10.08,4.68,17.34,24.06,0,0.0,23.23,35,0,traffic_light
20.98,3.21,16.87,0.54,0,11.66,0.07,50,0,traffic_light
1.98,8.13,8.83,23.15,0,0.0,38.98,40,0,unknown
12.23,1.91,12.65,28.02,0,0.0,25.6,30,0,unknown
90.31,99.2,47.26,30.05,0,76.8,1.09,50,0,bus_stop
22.87,0.7,0.72,7.09,0,0.0,20.88,45,0,school
5.52,13.39,15.76,23.49,0,0.0,21.9,20,3.92,traffic_light
18.56,6.6,11.35,0.47,0,254.52,1.09,20,0,depot
11.98,5.28,7.3,5.88,0,0.0,40.8,40,1.69,unknown
0.82,4.59,5.34,22.23,0,0.0,46.67,50,0,school
3.1,6.15,7.63,27.49,0,0.0,19.41,20,0,bus_stop
3.26,0.84,7.48,17.79,0,0.0,46.12,45,0.16,school
2.93,6.2,10.16,9.35,0,0.0,36.91,35,3.26,traffic_light
2.37,16.98,0.41,16.26,0,24.41,1.1,35,0,traffic_light
82.97,18.06,31.61,51.84,1,0.0,10.33,45,0,depot
19.41,9.19,14.98,27.69,0,0.0,27.78,30,0,school
0.65,14.78,8.46,12.83,0,0.0,44.67,45,0,unknown
3.59,4.85,6.3,7.89,0,0.0,26.13,40,0,unknown
12.78,9.88,13.58,22.51,0,241.88,0.69,45,0,depot
13.87,14.15,10.25,6.69,0,0.0,18.0,35,0,school
11.76,16.47,9.24,10.32,0,15.94,0.63,40,0,traffic_light
6.5,13.98,4.65,15.83,0,66.67,1.01,50,0,bus_stop
3.26,4.38,4.87,6.71,0,0.0,29.03,45,0,bus_stop
4.97,9.92,13.39,10.41,0,70.64,0.69,20,0,bus_stop
3.94,14.67,16.67,14.66,0,138.65,1.13,35,0,school
1.32,5.88,10.7,0.78,0,0.0,19.61,20,0,bus_stop
1.97,13.21,15.1,26.4,0,20.62,0.37,50,0,unknown
31.66,10.07,13.79,23.27,0,0.0,25.68,50,0,bus_stop
0.5,6.42,4.29,28.38,0,52.04,0.8,50,0,unknown
9.53,11.2,15.19,3.18,0,0.0,8.59,20,0,traffic_light
1.38,8.58,5.81,23.34,0,0.0,45.78,50,0,traffic_light
0.0,13.34,6.67,7.54,0,0.0,43.09,45,0,unknown
1.35,0.99,4.51,15.94,0,367.02,0.49,35,0,depot
1.01,14.66,6.23,3.66,0,0.0,28.35,35,0,traffic_light
0.29,8.21,7.11,11.02,0,0.0,18.56,35,0,traffic_light
13.37,14.95,3.93,22.5,0,181.35,1.04,50,0,bus_stop
3.72,5.29,8.96,22.52,0,102.37,0.62,50,0,school
4.61,14.62,17.01,6.82,0,0.0,10.13,20,0,unknown
3.06,16.48,15.58,19.07,0,0.0,37.14,40,0,bus_stop
10.5,11.11,12.81,18.03,0,12.35,0.36,20,0,unknown
15.35,15.11,5.1,26.08,0,0.0,39.78,45,0,bus_stop
0.79,13.88,17.35,12.19,0,0.0,7.96,20,0,unknown
7.4,10.64,4.1,28.88,0,0.0,13.4,20,0,school
1.94,12.61,14.63,6.74,0,144.28,0.3,20,0,bus_stop
5.22,1.9,4.47,12.94,0,323.94,0.74,45,0,depot
0.09,12.16,2.14,7.41,0,27.88,0.07,40,0,traffic_light
2.99,15.94,11.21,1.05,0,0.0,13.56,30,0,bus_stop
0.1,7.51,9.19,25.57,0,0.0,13.31,35,0,traffic_light
0.33,12.12,8.54,5.81,0,0.0,43.98,45,0,unknown
0.82,5.24,16.02,4.68,0,0.0,42.82,40,1.87,bus_stop
5.64,12.59,5.42,5.5,0,0.0,27.92,50,0,traffic_light
4.42,15.03,0.11,1.26,0,19.91,0.48,20,0,traffic_light
4.41,17.83,16.91,14.17,0,58.25,0.8,50,0,traffic_light
1.97,14.39,6.69,7.43,0,61.36,0.99,50,0,unknown
2.58,7.5,7.78,0.42,0,210.14,0.13,20,0,bus_stop
1.37,1.73,3.03,29.84,0,0.0,7.7,40,0,traffic_light
12.78,9.7,9.1,7.69,0,0.0,39.78,40,0,bus_stop
2.75,6.81,7.39,11.78,0,0.0,34.07,35,0,unknown
5.79,4.17,14.07,7.05,0,31.54,1.01,40,0,traffic_light
8.16,0.46,9.03,1.92,0,0.0,19.96,30,0,school
1.61,17.74,10.66,18.06,0,0.0,7.49,45,0,unknown
7.77,12.38,3.69,3.71,0,0.0,11.25,20,0,traffic_light
15.79,7.4,14.18,18.03,0,0.0,36.8,50,0,school
1.73,13.58,6.44,20.84,0,160.19,0.75,35,0,bus_stop
1.05,5.93,3.85,18.05,0,0.0,24.13,35,0,bus_stop
7.62,8.32,4.48,21.29,0,36.96,0.61,50,0,traffic_light
29.58,8.67,12.3,17.3,0,261.19,0.43,45,0,school
7.08,13.98,0.01,2.53,0,180.07,0.81,20,0,school
16.03,8.01,0.93,2.62,0,0.0,14.27,40,0,traffic_light
5.17,2.26,7.34,15.68,0,0.0,15.96,20,0,bus_stop
6.47,7.35,6.65,24.31,0,10.0,0.75,40,0,traffic_light
7.35,15.86,11.32,28.28,0,12.9,0.11,50,0,traffic_light
1.38,6.34,3.67,13.85,0,71.74,0.27,50,0,traffic_light
4.01,17.66,3.57,6.67,0,0.0,33.86,40,0,bus_stop
2.87,10.05,1.76,19.97,0,0.0,26.35,35,0,traffic_light
25.03,10.94,12.74,16.22,0,0.0,14.82,50,0,traffic_light
13.47,12.22,7.82,19.62,0,0.0,8.26,20,0,traffic_light
62.62,41.04,28.6,5.88,0,138.61,0.52,35,0,school
4.73,5.33,11.31,10.45,0,0.0,30.7,50,0,unknown
7.39,12.66,13.84,2.71,0,47.61,1.12,50,0,traffic_light
13.21,9.44,13.98,29.21,0,0.0,31.31,35,0,traffic_light
0.73,4.02,5.65,21.74,0,0.0,13.19,35,0,traffic_light
4.31,11.07,4.72,0.09,0,23.18,0.72,35,0,traffic_light
11.79,14.89,0.26,2.93,0,0.0,28.53,45,0,traffic_light
0.03,9.03,0.8,23.7,0,537.38,0.11,35,0,depot
2.18,1.23,8.42,5.12,0,105.82,0.55,40,0,bus_stop
16.67,6.27,17.78,11.77,0,0.0,25.87,40,0,unknown
13.61,11.27,8.71,15.02,0,61.41,0.66,50,0,unknown
51.59,98.13,40.36,782.44,1,0.0,28.7,35,0,traffic_light
4.62,10.23,16.55,25.38,0,0.0,14.82,45,0,school
14.96,0.19,11.37,2.77,0,0.0,8.2,35,0,traffic_light
2.1,2.26,2.64,27.36,0,0.0,15.08,30,0,traffic_light
8.7,1.26,11.28,25.09,0,0.0,15.86,50,0,depot
9.85,12.26,1.19,3.2,0,0.0,8.09,30,0,school
16.32,4.0,1.52,23.09,0,0.0,28.55,35,0,depot
19.56,2.33,13.52,3.84,0,75.22,0.48,30,0,depot
6.04,15.88,3.49,15.01,0,16.52,1.07,45,0,traffic_light
1.54,6.33,15.24,20.19,0,0.0,19.54,35,0,unknown
0.68,14.24,6.3,4.3,0,0.0,10.41,45,0,unknown
2.24,4.07,15.3,29.81,0,0.0,35.0,35,0,unknown
2.42,8.7,13.92,3.69,0,18.32,0.91,35,0,traffic_light
9.95,14.5,12.51,3.45,0,0.0,10.77,20,0,unknown
0.06,6.77,17.25,12.47,0,0.0,21.97,45,0,traffic_light
1.29,14.74,11.45,9.01,0,0.0,30.6,35,0,school
0.22,4.96,16.74,11.57,0,0.0,26.79,45,0,traffic_light
5.25,11.92,12.85,18.07,0,0.0,12.73,45,0,unknown
6.39,8.62,17.66,13.79,0,29.95,0.07,50,0,traffic_light
0.79,9.04,0.65,23.14,0,0.0,26.53,30,0,traffic_light
1.33,9.34,7.57,11.18,0,0.0,16.17,35,0,traffic_light
0.05,13.51,8.8,16.61,0,0.0,16.21,35,0,traffic_light
1.26,13.0,17.13,0.42,0,0.0,15.83,50,0,school
1.86,12.81,7.48,16.71,0,0.0,43.45,50,0,traffic_light
7.3,15.89,4.76,4.58,0,0.0,8.92,40,0,traffic_light
62.02,60.09,73.15,2.45,0,46.35,0.15,30,0,unknown
14.2,17.87,15.61,27.63,0,0.0,14.7,20,0,traffic_light
6.94,2.88,5.1,14.09,0,0.0,16.13,20,0,bus_stop
1.27,7.54,3.88,9.9,0,0.0,18.82,20,0,traffic_light
10.02,2.93,0.07,3.51,0,49.06,0.76,45,0,traffic_light
2.04,10.53,3.27,20.31,0,640.91,1.01,35,0,depot
1.8,0.33,1.11,3.94,0,0.0,41.1,50,0,school
1.3,11.6,8.95,7.26,0,198.73,1.1,30,0,bus_stop
1.36,12.8,0.89,5.21,0,0.0,20.34,20,3.41,depot
27.74,99.14,48.65,11.13,1,452.36,0.4,40,0,school
7.27,9.11,1.51,7.11,0,10.07,0.17,50,0,unknown
5.24,8.07,17.98,14.53,0,0.0,29.63,30,0,unknown
4.34,2.36,11.32,1.47,0,74.06,0.73,40,0,unknown
4.01,4.45,5.29,12.74,0,0.0,40.09,45,0,bus_stop
0.47,13.64,0.22,1.54,0,0.0,20.1,30,0,traffic_light
2.97,10.15,2.13,29.31,0,45.11,0.08,40,0,traffic_light
1.19,0.69,7.83,18.33,0,0.0,12.95,30,0,unknown
1.32,13.01,5.49,0.01,0,0.0,28.72,40,0,bus_stop
2.8,16.79,1.33,23.38,0,0.0,23.49,50,0,depot
1.57,11.48,16.22,17.16,0,0.0,16.16,35,0,traffic_light
9.77,8.0,15.9,17.52,0,0.0,19.82,35,0,unknown
9.51,9.01,10.79,7.78,0,0.0,25.73,30,0,bus_stop
1.45,13.18,13.24,23.92,0,15.76,0.82,35,0,unknown
0.12,12.58,6.96,19.13,0,12.89,0.18,20,0,traffic_light
1.12,9.1,0.67,12.38,0,96.71,0.77,30,0,bus_stop
2.12,5.4,9.81,16.87,0,570.33,0.81,20,0,school
6.98,16.02,5.66,29.72,0,388.22,0.15,30,0,school
1.54,12.9,2.99,26.08,0,0.0,42.32,45,0,bus_stop
12.58,9.86,6.47,0.16,0,0.0,19.73,20,0,traffic_light
0.48,4.61,6.73,16.49,0,0.0,44.12,45,0,school
4.33,16.79,1.26,27.68,0,0.0,43.22,50,0,unknown
21.37,2.84,13.35,25.93,0,0.0,28.88,45,0,traffic_light
10.12,5.89,7.09,26.56,0,0.0,42.64,45,0,unknown
5.98,11.09,6.27,15.6,0,0.0,29.63,45,0,unknown
6.36,17.8,7.14,12.44,0,0.0,23.21,30,0,traffic_light
6.67,0.01,17.98,3.1,0,0.0,20.61,40,0,bus_stop
1.09,1.39,0.13,27.88,0,0.0,30.0,30,0,traffic_light
0.55,4.98,17.41,19.3,0,0.0,19.45,30,0,school
43.04,48.68,17.72,276.09,0,0.0,20.42,35,0,unknown
19.01,2.94,5.63,25.14,0,27.35,0.36,30,0,unknown
1.06,4.07,7.08,19.2,0,0.0,20.17,20,3.83,traffic_light
24.14,8.19,0.73,22.26,0,0.0,35.22,50,0,unknown
2.98,9.77,11.3,9.37,0,0.0,25.72,30,0,bus_stop
6.72,6.85,10.86,1.15,0,455.99,0.34,35,0,school
2.33,12.95,10.17,29.65,0,591.81,0.42,20,0,depot
3.74,2.52,1.03,16.77,0,0.0,14.96,20,0,traffic_light
1.3,5.16,5.17,2.66,0,0.0,22.7,40,0,unknown
14.62,13.0,1.62,4.42,0,0.0,32.22,40,0,traffic_light
2.93,2.61,14.22,0.96,0,0.0,25.8,35,0,unknown
10.66,12.51,7.64,13.07,0,7.3,0.21,20,0,unknown
34.12,49.63,30.29,103.82,1,0.0,7.53,20,0,unknown
2.95,14.25,13.42,26.53,0,25.07,0.93,40,0,traffic_light
1.5,7.84,3.63,17.79,0,0.0,14.64,30,0,unknown
4.63,9.37,11.04,0.19,0,0.0,14.21,45,0,unknown
7.39,11.65,14.71,26.2,0,0.0,27.66,35,0,traffic_light
9.68,11.84,13.46,11.01,0,26.83,0.3,40,0,unknown
1.69,9.36,4.15,25.05,0,40.98,0.73,20,0,unknown
46.99,22.64,24.07,124.83,1,0.0,19.85,20,0,school
0.01,13.37,5.73,20.6,0,62.32,1.14,40,0,bus_stop
3.2,4.35,10.69,12.7,0,0.0,9.01,45,0,bus_stop
2.62,15.06,0.58,2.62,0,0.0,46.25,45,2.72,traffic_light
0.88,9.42,14.39,13.0,0,0.0,11.91,20,0,bus_stop
4.03,15.78,16.69,1.9,0,34.8,0.27,20,0,traffic_light
8.49,14.15,3.98,22.41,0,0.0,43.56,50,0,school
2.29,17.47,5.03,6.7,0,0.0,18.86,50,0,school
2.33,1.52,2.87,0.84,0,0.0,7.9,40,0,unknown
2.53,2.91,5.35,13.38,0,0.0,12.37,30,0,bus_stop
12.24,9.42,10.38,8.4,0,0.0,26.76,35,0,unknown
1.53,7.58,4.01,16.59,0,0.0,15.38,45,0,traffic_light
5.96,10.24,7.43,12.9,0,129.57,0.17,30,0,depot
4.14,1.0,10.65,22.37,0,0.0,16.86,35,0,depot
35,3.19,7.53,25.61,0,0.0,12.45,20,0,depot
23.87,16.68,11.78,8.33,0,0.0,22.45,20,1.3,bus_stop
18.05,1.16,11.98,23.24,0,0.0,32.04,30,3.75,unknown
7.74,6.35,14.42,15.99,0,0.0,30.96,30,1.11,school
0.21,2.86,5.76,14.57,0,0.0,9.25,45,0,traffic_light
13.34,4.41,2.13,20.11,0,0.0,23.41,45,0,school
2.99,7.87,3.99,27.61,0,0.0,11.24,50,0,school
4.95,10.58,15.09,0.55,0,0.0,29.96,35,0,bus_stop
8.43,12.06,14.23,14.36,0,0.0,23.06,50,0,unknown
62.59,54.64,74.18,10.21,0,72.62,0.67,35,0,school
9.55,0.04,11.16,19.64,0,0.0,37.4,40,0,bus_stop
5.59,2.45,4.88,15.8,0,0.0,16.76,20,0,school
16.12,13.88,1.58,4.13,0,82.14,1.09,40,0,unknown
11.71,14.0,5.25,8.66,0,0.0,39.73,50,0,unknown
12.45,1.31,11.14,29.11,0,190.64,0.7,45,0,school
7.18,11.94,14.4,18.29,0,0.0,41.44,50,0,school
10.89,0.4,7.2,8.48,0,0.0,12.44,20,0,traffic_light
18.65,11.99,6.8,28.58,0,106.32,0.65,30,0,school
2.82,14.63,14.4,25.7,0,0.0,10.97,45,0,depot
8.98,14.17,15.13,2.24,0,45.95,0.17,50,0,traffic_light
3.02,16.63,6.94,4.36,0,0.0,16.51,20,0,depot
2.97,14.17,9.81,19.58,0,0.0,30.55,35,0,unknown
12.46,11.11,6.51,19.75,0,0.0,11.78,40,0,depot
15.97,13.18,1.75,21.24,0,0.0,19.9,35,0,unknown
2.25,8.14,11.45,5.2,0,42.54,0.92,40,0,traffic_light
1.59,5.23,9.25,10.63,0,68.18,0.49,40,0,traffic_light
5.36,5.44,7.47,2.07,0,156.06,0.57,30,0,depot
3.17,13.82,3.34,8.06,0,0.0,10.61,20,0,traffic_light
0.36,12.17,13.24,20.6,0,0.0,38.18,40,0,traffic_light
0.69,8.19,6.16,26.95,0,0.0,17.7,35,0,traffic_light
0.76,6.35,11.63,18.46,0,5.11,0.11,35,0,traffic_light
4.72,8.38,14.77,11.59,0,0.0,13.51,30,0,traffic_light
4.59,16.72,1.44,12.11,0,61.62,0.43,35,0,traffic_light
0.68,0.58,17.51,4.9,0,228.65,0.94,20,0,bus_stop
7.49,14.48,9.24,0.23,0,0.0,37.36,50,0,bus_stop
12.77,0.02,1.79,13.57,0,215.59,0.79,35,0,bus_stop
6.41,1.85,14.49,5.62,0,37.43,0.92,30,0,unknown
9.22,11.1,17.48,16.07,0,19.98,0.88,20,0,traffic_light
2.77,11.2,4.94,25.52,0,65.0,1.01,30,0,traffic_light
2.48,10.19,11.11,10.03,0,0.0,19.79,50,0,school
14.27,4.83,9.46,2.98,0,43.69,0.3,40,0,traffic_light
2.21,10.56,8.26,13.57,0,0.0,26.47,40,0,traffic_light
18.62,11.94,14.96,28.46,0,0.0,12.92,30,0,unknown
3.84,1.16,14.08,16.94,0,0.0,18.86,35,0,depot
2.42,16.57,2.32,19.73,0,0.0,38.78,50,0,traffic_light
1.0,9.67,10.58,22.9,0,0.0,16.49,20,0,depot
7.17,6.23,9.52,5.36,0,0.0,12.57,45,0,traffic_light
0.06,6.83,12.75,3.59,0,79.02,1.18,50,0,bus_stop
8.67,10.08,9.74,7.76,0,0.0,18.69,20,0,unknown
9.89,7.2,13.99,16.54,0,27.86,0.62,40,0,traffic_light
8.77,12.07,8.89,28.98,0,272.02,0.72,30,0,school
79.78,86.66,15.05,1205.29,0,0.0,50.07,50,0.62,traffic_light
14.03,7.88,7.9,0.81,0,691.94,0.87,30,0,school
85.49,67.65,30.44,746.89,1,0.0,39.74,50,0,unknown
12.62,15.75,6.91,13.82,0,0.0,22.89,30,0,unknown
8.34,5.69,13.31,7.87,0,0.0,12.4,40,0,bus_stop
7.72,4.19,16.71,23.08,0,0.0,46.97,50,0,bus_stop
12.87,4.79,7.16,3.85,0,0.0,15.61,50,0,depot
2.09,17.0,3.35,1.63,0,40.5,0.49,45,0,traffic_light
10.11,0.99,10.32,9.77,0,0.0,52.31,50,0.72,school
5.41,12.63,4.88,0.6,0,0.0,29.84,35,0,traffic_light
0.53,11.35,7.98,18.61,0,14.75,0.86,40,0,unknown
2.08,17.61,7.58,18.31,0,0.0,15.39,30,0,school
11.29,16.95,5.23,7.59,0,23.41,0.8,30,0,traffic_light
69.11,66.81,67.4,669.72,1,0.0,36.09,35,3.98,unknown
23.21,2.94,11.7,25.71,0,20.65,1.2,20,0,traffic_light
2.05,16.98,12.12,19.74,0,40.2,0.34,30,0,unknown
0.23,12.92,9.97,7.31,0,0.0,28.68,50,0,traffic_light
3.34,14.73,13.78,10.18,0,0.0,9.33,45,0,unknown
5.25,0.82,8.15,12.11,0,204.17,0.46,35,0,school
54.52,94.12,33.43,1106.4,1,0.0,42.32,50,0,bus_stop
10.33,6.68,3.53,8.99,0,0.0,15.62,30,0,traffic_light
11.04,12.59,17.94,18.32,0,27.5,0.65,45,0,traffic_light
9.1,9.14,0.97,7.39,0,0.0,10.58,40,0,bus_stop
3.66,2.48,13.99,14.2,0,47.12,0.46,20,0,traffic_light
2.82,0.34,14.01,24.61,0,27.71,0.33,35,0,traffic_light
18.49,6.98,8.81,20.72,0,0.0,9.42,20,0,school
1.79,10.81,16.59,0.74,0,0.0,38.84,45,0,traffic_light
3.4,5.07,6.03,14.99,0,18.45,0.62,50,0,traffic_light
6.91,5.6,6.56,19.86,0,77.98,0.54,50,0,bus_stop
89.33,48.97,30.23,5.6,1,28.23,0.41,20,0,traffic_light
0.65,13.2,0.17,18.0,0,0.0,33.07,40,0,depot
0.42,12.05,16.69,26.15,0,0.0,39.86,40,0,unknown
0.48,3.62,11.46,28.49,0,142.52,1.0,50,0,depot
0.36,9.29,13.66,7.85,0,0.0,19.06,40,0,bus_stop
5.25,0.31,4.78,20.16,0,0.0,7.56,20,0,unknown
0.94,2.76,10.66,18.31,0,0.0,43.98,45,0,traffic_light
3.89,13.84,15.98,20.38,0,0.0,7.95,40,0,school
48.0,66.29,63.35,295.21,1,0.0,16.03,20,0,bus_stop
0.47,3.6,4.6,22.27,0,0.0,11.59,45,0,depot
1.88,5.77,3.25,13.94,0,14.22,0.39,50,0,unknown
19.52,10.45,5.38,10.22,0,0.0,36.77,40,0,depot
3.57,2.19,16.71,19.84,0,0.0,18.23,40,0,unknown
1.87,1.3,4.32,7.48,0,0.0,15.44,35,0,school
5.88,4.0,2.92,18.16,0,0.0,14.05,35,0,unknown
0.9,5.47,3.26,14.95,0,0.0,7.97,45,0,bus_stop
0.7,8.01,5.42,25.62,0,0.0,17.49,20,0,bus_stop
2.25,17.07,2.55,3.4,0,232.02,0.68,45,0,school
4.32,2.41,0.49,0.33,0,0.0,32.35,35,0,depot
0.91,3.99,5.97,10.95,0,75.83,0.1,45,0,bus_stop
2.57,13.01,5.83,0.23,0,0.0,22.05,20,0.54,unknown
5.64,13.26,4.39,24.59,0,27.21,0.15,45,0,unknown
2.37,14.53,11.91,22.01,0,0.0,10.88,30,0,traffic_light
0.46,2.25,0.23,10.03,0,0.0,22.91,45,0,traffic_light
5.03,7.22,2.03,20.96,0,0.0,30.59,45,0,depot
0.12,0.98,6.71,25.13,0,327.95,0.97,45,0,school
4.16,15.44,17.43,25.93,0,53.61,1.02,45,0,traffic_light
1.28,13.1,7.44,17.93,0,0.0,18.06,45,0,depot
0.03,8.52,7.42,10.09,0,0.0,15.44,30,0,unknown
36.37,26.52,21.95,334.6,1,0.0,45.42,45,0.12,bus_stop
6.22,8.2,0.81,24.36,0,18.12,0.51,40,0,traffic_light
2.42,16.52,6.04,8.3,0,100.83,0.47,45,0,bus_stop
1.35,2.96,9.13,26.56,0,22.16,0.43,50,0,traffic_light
7.24,2.29,0.02,28.2,0,0.0,17.77,50,0,traffic_light
7.26,15.8,9.83,14.75,0,0.0,42.58,50,0,school
39.11,9.23,21.77,64.83,1,0.0,25.28,50,0,bus_stop
71.18,61.41,57.25,227.86,1,0.0,13.36,35,0,school
24.53,15.63,3.06,23.47,0,0.0,23.55,45,0,school
9.6,11.24,2.39,0.38,0,0.0,25.54,40,0,traffic_light
1.65,0.47,0.15,26.56,0,25.94,0.37,50,0,traffic_light
27.09,0.32,0.05,24.5,0,0.0,20.76,30,0,school
3.85,11.48,11.58,25.51,0,0.0,22.26,20,1.82,unknown
6.07,12.83,8.26,27.12,0,0.0,27.88,30,0,school
9.09,7.29,0.68,3.69,0,0.0,11.93,30,0,traffic_light
0.32,0.92,7.3,14.64,0,14.25,0.13,40,0,unknown
50.83,14.96,54.22,106.36,1,0.0,25.59,50,0,bus_stop
2.49,0.35,13.37,1.38,0,0.0,33.25,40,0,school
4.73,15.93,2.89,18.41,0,0.0,13.24,30,0,school
3.56,4.27,8.46,0.78,0,42.91,0.84,50,0,unknown
18.24,5.82,12.46,14.72,0,0.0,27.92,50,0,traffic_light
1.31,14.25,3.65,20.19,0,37.24,0.9,45,0,traffic_light
5.55,16.19,16.18,22.22,0,0.0,31.96,35,0,bus_stop
1.14,13.17,10.61,13.28,0,466.68,0.1,30,0,depot
0.92,1.17,17.3,7.01,0,385.72,0.76,45,0,school
